OpD	14	31045
OpD	14	31044
OpD	14	31043
OpD	14	31042
OpD	14	31041
OpD	14	31040
OpD	14	31039
OpD	13	31038
OpD	14	31037
OpD	14	31036
OpD	13	31035
OpD	14	31034
OpD	14	31033
OpD	14	31032
OpD	14	31031
OpD	14	31030
OpD	14	31029
OpD	14	31028
OpD	14	31027
OpD	14	31026
OpD	14	31025
OpD	14	31024
OpD	14	31023
OpD	14	31022
OpD	14	31021
OpD	14	31020
OpD	14	31019
OpD	12	31018
OpD	14	31017
OpD	14	31016
OpD	14	31015
OpD	14	31014
OpD	14	31013
OpD	14	31012
OpD	14	31011
OpD	14	31010
OpD	14	31009
OpD	14	31008
OpD	14	31007
OpD	12	31006
OpD	14	31005
OpD	13	31004
OpD	14	31003
OpD	14	31002
OpD	14	31001
OpD	14	31000
OpD	14	30999
OpD	14	30998
OpD	14	30997
OpD	14	30996
OpD	14	30995
OpD	13	30994
OpD	14	30993
OpD	14	30992
OpD	14	30991
OpD	14	30990
OpD	14	30989
OpD	14	30988
OpD	14	30987
OpD	14	30986
OpD	14	30985
OpD	14	30984
OpD	14	30983
OpD	14	30982
OpD	14	30981
OpD	14	30980
OpD	14	30979
OpD	14	30978
OpD	14	30977
OpD	14	30976
OpD	14	30975
OpD	14	30974
OpD	14	30973
OpD	14	30972
OpD	14	30971
OpD	14	30970
OpD	14	30969
OpD	13	30968
OpD	14	30967
OpD	14	30966
OpD	14	30965
OpD	14	30964
OpD	14	30963
OpD	14	30962
OpD	14	30961
OpD	14	30960
OpD	13	30959
OpD	14	30958
OpD	14	30957
OpD	14	30956
OpD	14	30955
OpD	14	30954
OpD	14	30953
OpD	14	30952
OpD	14	30951
OpD	14	30950
OpD	14	30949
OpD	14	30948
OpD	14	30947
OpD	14	30946
OpD	14	30945
OpD	14	30944
OpD	14	30943
OpD	14	30942
OpD	14	30941
OpD	14	30940
OpD	14	30939
OpD	14	30938
OpD	14	30937
OpD	13	30936
OpD	14	30935
OpD	14	30934
OpD	14	30933
OpD	14	30932
OpD	14	30931
OpD	14	30930
OpD	14	30929
OpD	14	30928
OpD	14	30927
OpD	14	30926
OpD	14	30925
OpD	14	30924
OpD	14	30923
OpD	14	30922
